id,canonical_key,family,domain,order,domain_size,generator_images,target_phase_order,reduced_phase_order,phase_rotation_order,image_order,kernel_elements,kernel_order,graph_nonproduct,extension_type,time_reversing,frame_divisor,tags,realized_in_moduli,translation_d4_orbit_key,quotient_projection_split,product_lattice_cover_split
dihedral-d6-fe9644280894,dihedral|D6|6|r=rev:1/2;s=rev:0/1,dihedral,D6,6,12,r=rev:1/2;s=rev:0/1,2,2,2,4,1;r^2;r^4,3,true,split_semidirect,true,2,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,2,,,
dihedral-d6-4f28dfe3d736,dihedral|D6|6|r=rev:1/2;s=rev:1/2,dihedral,D6,6,12,r=rev:1/2;s=rev:1/2,2,2,1,2,1;r^2;r^4;r s;r^3 s;r^5 s,6,true,direct_product,true,2,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,2,,,
dihedral-d6-05e8b45a79a7,dihedral|D6|6|r=rev:1/2;s=shift:0/1,dihedral,D6,6,12,r=rev:1/2;s=shift:0/1,2,2,1,2,1;r^2;r^4;s;r^2 s;r^4 s,6,true,direct_product,true,2,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,2,,,
dihedral-d6-7ad07dcea101,dihedral|D6|6|r=rev:1/2;s=shift:1/2,dihedral,D6,6,12,r=rev:1/2;s=shift:1/2,2,2,2,4,1;r^2;r^4,3,true,split_semidirect,true,2,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,2,,,
dihedral-d6-d6be4f1e8a6d,dihedral|D6|6|r=rev:1/4;s=rev:1/4,dihedral,D6,6,12,r=rev:1/4;s=rev:1/4,4,4,1,2,1;r^2;r^4;r s;r^3 s;r^5 s,6,true,direct_product,true,4,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,4,,,
dihedral-d6-08300d414807,dihedral|D6|6|r=rev:1/4;s=rev:3/4,dihedral,D6,6,12,r=rev:1/4;s=rev:3/4,4,4,2,4,1;r^2;r^4,3,true,split_semidirect,true,4,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,4,,,
dihedral-d6-b40e6ed0d1c4,dihedral|D6|6|r=rev:1/4;s=shift:0/1,dihedral,D6,6,12,r=rev:1/4;s=shift:0/1,4,4,1,2,1;r^2;r^4;s;r^2 s;r^4 s,6,true,direct_product,true,4,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,4,,,
dihedral-d6-e53206e1316b,dihedral|D6|6|r=rev:1/4;s=shift:1/2,dihedral,D6,6,12,r=rev:1/4;s=shift:1/2,4,4,2,4,1;r^2;r^4,3,true,split_semidirect,true,4,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,4,,,
dihedral-d6-33e573bd7281,dihedral|D6|6|r=rev:1/6;s=rev:1/6,dihedral,D6,6,12,r=rev:1/6;s=rev:1/6,6,6,1,2,1;r^2;r^4;r s;r^3 s;r^5 s,6,true,direct_product,true,6,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,6,,,
dihedral-d6-72358736f9a6,dihedral|D6|6|r=rev:1/6;s=rev:2/3,dihedral,D6,6,12,r=rev:1/6;s=rev:2/3,6,6,2,4,1;r^2;r^4,3,true,split_semidirect,true,6,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,6,,,
dihedral-d6-9a9ffa83ce7f,dihedral|D6|6|r=rev:1/6;s=shift:0/1,dihedral,D6,6,12,r=rev:1/6;s=shift:0/1,6,6,1,2,1;r^2;r^4;s;r^2 s;r^4 s,6,true,direct_product,true,6,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,6,,,
dihedral-d6-d537535f32c3,dihedral|D6|6|r=rev:1/6;s=shift:1/2,dihedral,D6,6,12,r=rev:1/6;s=shift:1/2,6,6,2,4,1;r^2;r^4,3,true,split_semidirect,true,6,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,6,,,
dihedral-d6-a3fec03d4eb0,dihedral|D6|6|r=rev:1/8;s=rev:1/8,dihedral,D6,6,12,r=rev:1/8;s=rev:1/8,8,8,1,2,1;r^2;r^4;r s;r^3 s;r^5 s,6,true,direct_product,true,8,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,8,,,
dihedral-d6-e224e54c019e,dihedral|D6|6|r=rev:1/8;s=rev:5/8,dihedral,D6,6,12,r=rev:1/8;s=rev:5/8,8,8,2,4,1;r^2;r^4,3,true,split_semidirect,true,8,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,8,,,
dihedral-d6-9916b841ad44,dihedral|D6|6|r=rev:1/8;s=shift:0/1,dihedral,D6,6,12,r=rev:1/8;s=shift:0/1,8,8,1,2,1;r^2;r^4;s;r^2 s;r^4 s,6,true,direct_product,true,8,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;time_reversing,8,,,
dihedral-d6-231b18d04ba7,dihedral|D6|6|r=rev:1/8;s=shift:1/2,dihedral,D6,6,12,r=rev:1/8;s=shift:1/2,8,8,2,4,1;r^2;r^4,3,true,split_semidirect,true,8,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,8,,,
dihedral-d6-8d92599eaaed,dihedral|D6|6|r=shift:0/1;s=rev:0/1,dihedral,D6,6,12,r=shift:0/1;s=rev:0/1,2,1,1,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,true,1,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;split_semidirect;time_reversing,2;3;4;5;6;7;8;9;10;11;12,,,
dihedral-d6-6a194473ba47,dihedral|D6|6|r=shift:0/1;s=rev:1/10,dihedral,D6,6,12,r=shift:0/1;s=rev:1/10,10,10,1,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,true,10,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;split_semidirect;time_reversing,10,,,
dihedral-d6-628306c26b70,dihedral|D6|6|r=shift:0/1;s=rev:1/12,dihedral,D6,6,12,r=shift:0/1;s=rev:1/12,12,12,1,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,true,12,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;split_semidirect;time_reversing,12,,,
dihedral-d6-6c268db5df04,dihedral|D6|6|r=shift:0/1;s=rev:1/2,dihedral,D6,6,12,r=shift:0/1;s=rev:1/2,2,2,1,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,true,2,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;split_semidirect;time_reversing,2,,,
dihedral-d6-efcb977b5e9f,dihedral|D6|6|r=shift:0/1;s=rev:1/4,dihedral,D6,6,12,r=shift:0/1;s=rev:1/4,4,4,1,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,true,4,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;split_semidirect;time_reversing,4,,,
dihedral-d6-9328b3a6a00c,dihedral|D6|6|r=shift:0/1;s=rev:1/6,dihedral,D6,6,12,r=shift:0/1;s=rev:1/6,6,6,1,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,true,6,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;split_semidirect;time_reversing,6,,,
dihedral-d6-c1eba5259071,dihedral|D6|6|r=shift:0/1;s=rev:1/8,dihedral,D6,6,12,r=shift:0/1;s=rev:1/8,8,8,1,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,true,8,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;split_semidirect;time_reversing,8,,,
dihedral-d6-dfe75b250916,dihedral|D6|6|r=shift:0/1;s=shift:1/2,dihedral,D6,6,12,r=shift:0/1;s=shift:1/2,2,2,2,2,1;r;r^2;r^3;r^4;r^5,6,true,split_semidirect,false,2,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_2;phase_shifting;split_semidirect,2;4;6;8;10;12,,,
dihedral-d6-f17dbdc86e6f,dihedral|D6|6|r=shift:1/2;s=rev:0/1,dihedral,D6,6,12,r=shift:1/2;s=rev:0/1,2,2,2,4,1;r^2;r^4,3,true,split_semidirect,true,2,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,2;4;6;8;10;12,,,
dihedral-d6-c9ed69942b42,dihedral|D6|6|r=shift:1/2;s=rev:1/10,dihedral,D6,6,12,r=shift:1/2;s=rev:1/10,10,10,2,4,1;r^2;r^4,3,true,split_semidirect,true,10,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,10,,,
dihedral-d6-0aefd45be071,dihedral|D6|6|r=shift:1/2;s=rev:1/12,dihedral,D6,6,12,r=shift:1/2;s=rev:1/12,12,12,2,4,1;r^2;r^4,3,true,split_semidirect,true,12,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,12,,,
dihedral-d6-7b45b456d80c,dihedral|D6|6|r=shift:1/2;s=rev:1/2,dihedral,D6,6,12,r=shift:1/2;s=rev:1/2,2,2,2,4,1;r^2;r^4,3,true,split_semidirect,true,2,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,2,,,
dihedral-d6-904f0934c7e3,dihedral|D6|6|r=shift:1/2;s=rev:1/4,dihedral,D6,6,12,r=shift:1/2;s=rev:1/4,4,4,2,4,1;r^2;r^4,3,true,split_semidirect,true,4,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,4,,,
dihedral-d6-c21f58380ecc,dihedral|D6|6|r=shift:1/2;s=rev:1/6,dihedral,D6,6,12,r=shift:1/2;s=rev:1/6,6,6,2,4,1;r^2;r^4,3,true,split_semidirect,true,6,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,6,,,
dihedral-d6-af704b343a50,dihedral|D6|6|r=shift:1/2;s=rev:1/8,dihedral,D6,6,12,r=shift:1/2;s=rev:1/8,8,8,2,4,1;r^2;r^4,3,true,split_semidirect,true,8,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_4;split_semidirect;time_reversing,8,,,
dihedral-d6-a17d507bec06,dihedral|D6|6|r=shift:1/2;s=shift:0/1,dihedral,D6,6,12,r=shift:1/2;s=shift:0/1,2,2,2,2,1;r^2;r^4;s;r^2 s;r^4 s,6,true,direct_product,false,2,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;phase_shifting,2;4;6;8;10;12,,,
dihedral-d6-a0bf8f754900,dihedral|D6|6|r=shift:1/2;s=shift:1/2,dihedral,D6,6,12,r=shift:1/2;s=shift:1/2,2,2,2,2,1;r^2;r^4;r s;r^3 s;r^5 s,6,true,direct_product,false,2,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_2;phase_shifting,2;4;6;8;10;12,,,
dihedral-d6-fb0bf602e8c5,dihedral|D6|6|r=shift:1/3;s=rev:0/1,dihedral,D6,6,12,r=shift:1/3;s=rev:0/1,3,3,3,6,1;r^3,2,true,direct_product,true,3,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_6;time_reversing,3;6;9;12,,,
dihedral-d6-91c6181dacd5,dihedral|D6|6|r=shift:1/3;s=rev:1/12,dihedral,D6,6,12,r=shift:1/3;s=rev:1/12,12,12,3,6,1;r^3,2,true,direct_product,true,12,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_6;time_reversing,12,,,
dihedral-d6-1c77b907d5bf,dihedral|D6|6|r=shift:1/3;s=rev:1/6,dihedral,D6,6,12,r=shift:1/3;s=rev:1/6,6,6,3,6,1;r^3,2,true,direct_product,true,6,d6;dihedral;dihedral_choreography;direct_product;graph_nonproduct;image_order_6;time_reversing,6,,,
dihedral-d6-120d6764a96a,dihedral|D6|6|r=shift:1/6;s=rev:0/1,dihedral,D6,6,12,r=shift:1/6;s=rev:0/1,6,6,6,12,1,1,true,trivial,true,6,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_12;time_reversing;trivial,6;12,,,
dihedral-d6-37ecad3bef78,dihedral|D6|6|r=shift:1/6;s=rev:1/12,dihedral,D6,6,12,r=shift:1/6;s=rev:1/12,12,12,6,12,1,1,true,trivial,true,12,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_12;time_reversing;trivial,12,,,
dihedral-d6-fc1696e096ab,dihedral|D6|6|r=shift:1/6;s=rev:1/6,dihedral,D6,6,12,r=shift:1/6;s=rev:1/6,6,6,6,12,1,1,true,trivial,true,6,d6;dihedral;dihedral_choreography;graph_nonproduct;image_order_12;time_reversing;trivial,6,,,
reversible_relay-pm-10-b0e3c8813d8b,reversible_relay|pm_wallpaper_cover|10|a=shift:1/10;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,10,,a=shift:1/10;b=shift:0/1;m=rev:0/1,10,10,10,20,,,true,non_split,true,10,graph_nonproduct;image_order_20;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,10,,true,false
reversible_relay-pm-11-c5e9ffd2abe6,reversible_relay|pm_wallpaper_cover|11|a=shift:1/11;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,11,,a=shift:1/11;b=shift:0/1;m=rev:0/1,11,11,11,22,,,true,non_split,true,11,graph_nonproduct;image_order_22;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,11,,true,false
reversible_relay-pm-12-21e5670b2e9b,reversible_relay|pm_wallpaper_cover|12|a=shift:1/12;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,12,,a=shift:1/12;b=shift:0/1;m=rev:0/1,12,12,12,24,,,true,non_split,true,12,graph_nonproduct;image_order_24;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,12,,true,false
reversible_relay-pm-2-f853056d828e,reversible_relay|pm_wallpaper_cover|2|a=shift:1/2;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,2,,a=shift:1/2;b=shift:0/1;m=rev:0/1,2,2,2,4,,,true,non_split,true,2,graph_nonproduct;image_order_4;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,2;4;6;8;10;12,,true,false
reversible_relay-pm-3-79b9cf183088,reversible_relay|pm_wallpaper_cover|3|a=shift:1/3;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,3,,a=shift:1/3;b=shift:0/1;m=rev:0/1,3,3,3,6,,,true,non_split,true,3,graph_nonproduct;image_order_6;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,3;6;9;12,,true,false
reversible_relay-pm-4-7361923b5afe,reversible_relay|pm_wallpaper_cover|4|a=shift:1/4;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,4,,a=shift:1/4;b=shift:0/1;m=rev:0/1,4,4,4,8,,,true,non_split,true,4,graph_nonproduct;image_order_8;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,4;8;12,,true,false
reversible_relay-pm-5-f3b2d5733d72,reversible_relay|pm_wallpaper_cover|5|a=shift:1/5;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,5,,a=shift:1/5;b=shift:0/1;m=rev:0/1,5,5,5,10,,,true,non_split,true,5,graph_nonproduct;image_order_10;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,5;10,,true,false
reversible_relay-pm-6-ff50a8abf2df,reversible_relay|pm_wallpaper_cover|6|a=shift:1/6;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,6,,a=shift:1/6;b=shift:0/1;m=rev:0/1,6,6,6,12,,,true,non_split,true,6,graph_nonproduct;image_order_12;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,6;12,,true,false
reversible_relay-pm-7-af6115b924c3,reversible_relay|pm_wallpaper_cover|7|a=shift:1/7;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,7,,a=shift:1/7;b=shift:0/1;m=rev:0/1,7,7,7,14,,,true,non_split,true,7,graph_nonproduct;image_order_14;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,7,,true,false
reversible_relay-pm-8-e8e803d2c1d7,reversible_relay|pm_wallpaper_cover|8|a=shift:1/8;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,8,,a=shift:1/8;b=shift:0/1;m=rev:0/1,8,8,8,16,,,true,non_split,true,8,graph_nonproduct;image_order_16;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,8,,true,false
reversible_relay-pm-9-98c9417d0415,reversible_relay|pm_wallpaper_cover|9|a=shift:1/9;b=shift:0/1;m=rev:0/1,reversible_relay,pm_wallpaper_cover,9,,a=shift:1/9;b=shift:0/1;m=rev:0/1,9,9,9,18,,,true,non_split,true,9,graph_nonproduct;image_order_18;non_split_cover;pm;reversible_relay;split_finite_quotient;time_reversing;traveling,9,,true,false
translation-z2-square-44f02ca071da,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/10,translation,Z2_square,,,x=shift:0/1;y=shift:1/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:0/1;y:1/10,,false
translation-z2-square-6a1809519fde,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/11,translation,Z2_square,,,x=shift:0/1;y=shift:1/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:1/11,,false
translation-z2-square-59a790c6bcec,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/12,translation,Z2_square,,,x=shift:0/1;y=shift:1/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:0/1;y:1/12,,false
translation-z2-square-f6f935c89573,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/2,translation,Z2_square,,,x=shift:0/1;y=shift:1/2,2,2,2,2,,,true,non_split,false,2,graph_nonproduct;image_order_2;non_split;phase_shifting;square_lattice;translation;traveling,2;4;6;8;10;12,x:0/1;y:1/2,,false
translation-z2-square-c066bd4bede2,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/3,translation,Z2_square,,,x=shift:0/1;y=shift:1/3,3,3,3,3,,,true,non_split,false,3,graph_nonproduct;image_order_3;non_split;phase_shifting;square_lattice;translation;traveling,3;6;9;12,x:0/1;y:1/3,,false
translation-z2-square-601d63b25d88,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/4,translation,Z2_square,,,x=shift:0/1;y=shift:1/4,4,4,4,4,,,true,non_split,false,4,graph_nonproduct;image_order_4;non_split;phase_shifting;square_lattice;translation;traveling,4;8;12,x:0/1;y:1/4,,false
translation-z2-square-6e290b138f15,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/5,translation,Z2_square,,,x=shift:0/1;y=shift:1/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:0/1;y:1/5,,false
translation-z2-square-aca5d95342b2,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/6,translation,Z2_square,,,x=shift:0/1;y=shift:1/6,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:0/1;y:1/6,,false
translation-z2-square-fa7e4e41eefc,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/7,translation,Z2_square,,,x=shift:0/1;y=shift:1/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:0/1;y:1/7,,false
translation-z2-square-c19fb8adc46c,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/8,translation,Z2_square,,,x=shift:0/1;y=shift:1/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:0/1;y:1/8,,false
translation-z2-square-f7e5d666643d,translation|Z2_square|infinite|x=shift:0/1;y=shift:1/9,translation,Z2_square,,,x=shift:0/1;y=shift:1/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:0/1;y:1/9,,false
translation-z2-square-b9e6656819f8,translation|Z2_square|infinite|x=shift:0/1;y=shift:2/11,translation,Z2_square,,,x=shift:0/1;y=shift:2/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:2/11,,false
translation-z2-square-c3947f4baaf4,translation|Z2_square|infinite|x=shift:0/1;y=shift:2/5,translation,Z2_square,,,x=shift:0/1;y=shift:2/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:0/1;y:2/5,,false
translation-z2-square-b063c8adc4e6,translation|Z2_square|infinite|x=shift:0/1;y=shift:2/7,translation,Z2_square,,,x=shift:0/1;y=shift:2/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:0/1;y:2/7,,false
translation-z2-square-b7caff1e5248,translation|Z2_square|infinite|x=shift:0/1;y=shift:2/9,translation,Z2_square,,,x=shift:0/1;y=shift:2/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:0/1;y:2/9,,false
translation-z2-square-c2a59256543e,translation|Z2_square|infinite|x=shift:0/1;y=shift:3/10,translation,Z2_square,,,x=shift:0/1;y=shift:3/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:0/1;y:3/10,,false
translation-z2-square-c1887861adb2,translation|Z2_square|infinite|x=shift:0/1;y=shift:3/11,translation,Z2_square,,,x=shift:0/1;y=shift:3/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:3/11,,false
translation-z2-square-1cc28de14368,translation|Z2_square|infinite|x=shift:0/1;y=shift:3/7,translation,Z2_square,,,x=shift:0/1;y=shift:3/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:0/1;y:3/7,,false
translation-z2-square-6f69e0b4896e,translation|Z2_square|infinite|x=shift:0/1;y=shift:3/8,translation,Z2_square,,,x=shift:0/1;y=shift:3/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:0/1;y:3/8,,false
translation-z2-square-b82e2e4f4f12,translation|Z2_square|infinite|x=shift:0/1;y=shift:4/11,translation,Z2_square,,,x=shift:0/1;y=shift:4/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:4/11,,false
translation-z2-square-ef0ad00a87d6,translation|Z2_square|infinite|x=shift:0/1;y=shift:4/9,translation,Z2_square,,,x=shift:0/1;y=shift:4/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:0/1;y:4/9,,false
translation-z2-square-13d2c659a63f,translation|Z2_square|infinite|x=shift:0/1;y=shift:5/11,translation,Z2_square,,,x=shift:0/1;y=shift:5/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:5/11,,false
translation-z2-square-7244c080cc1a,translation|Z2_square|infinite|x=shift:0/1;y=shift:5/12,translation,Z2_square,,,x=shift:0/1;y=shift:5/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:0/1;y:5/12,,false
translation-z2-square-7b682a976153,translation|Z2_square|infinite|x=shift:1/10;y=shift:0/1,translation,Z2_square,,,x=shift:1/10;y=shift:0/1,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:0/1;y:1/10,,false
translation-z2-square-fd301e3a27c1,translation|Z2_square|infinite|x=shift:1/10;y=shift:1/10,translation,Z2_square,,,x=shift:1/10;y=shift:1/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/10,,false
translation-z2-square-449f74365f74,translation|Z2_square|infinite|x=shift:1/10;y=shift:1/2,translation,Z2_square,,,x=shift:1/10;y=shift:1/2,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/2,,false
translation-z2-square-f6c07cf8613e,translation|Z2_square|infinite|x=shift:1/10;y=shift:1/5,translation,Z2_square,,,x=shift:1/10;y=shift:1/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/5,,false
translation-z2-square-1645798a993d,translation|Z2_square|infinite|x=shift:1/10;y=shift:2/5,translation,Z2_square,,,x=shift:1/10;y=shift:2/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:2/5,,false
translation-z2-square-8ead80244ca7,translation|Z2_square|infinite|x=shift:1/10;y=shift:3/10,translation,Z2_square,,,x=shift:1/10;y=shift:3/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:3/10,,false
translation-z2-square-a1e4f34fa95a,translation|Z2_square|infinite|x=shift:1/10;y=shift:3/5,translation,Z2_square,,,x=shift:1/10;y=shift:3/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:2/5,,false
translation-z2-square-cbe7035794e7,translation|Z2_square|infinite|x=shift:1/10;y=shift:4/5,translation,Z2_square,,,x=shift:1/10;y=shift:4/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/5,,false
translation-z2-square-d5017b49345a,translation|Z2_square|infinite|x=shift:1/10;y=shift:7/10,translation,Z2_square,,,x=shift:1/10;y=shift:7/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:3/10,,false
translation-z2-square-229dd0743885,translation|Z2_square|infinite|x=shift:1/10;y=shift:9/10,translation,Z2_square,,,x=shift:1/10;y=shift:9/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/10,,false
translation-z2-square-7a7bf8d50826,translation|Z2_square|infinite|x=shift:1/11;y=shift:0/1,translation,Z2_square,,,x=shift:1/11;y=shift:0/1,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:1/11,,false
