id,canonical_key,family,domain,order,domain_size,generator_images,target_phase_order,reduced_phase_order,phase_rotation_order,image_order,kernel_elements,kernel_order,graph_nonproduct,extension_type,time_reversing,frame_divisor,tags,realized_in_moduli,translation_d4_orbit_key,quotient_projection_split,product_lattice_cover_split
translation-z2-square-8483e07daea6,translation|Z2_square|infinite|x=shift:1/6;y=shift:7/12,translation,Z2_square,,,x=shift:1/6;y=shift:7/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:5/12,,false
translation-z2-square-84c5f272332d,translation|Z2_square|infinite|x=shift:1/7;y=shift:0/1,translation,Z2_square,,,x=shift:1/7;y=shift:0/1,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:0/1;y:1/7,,false
translation-z2-square-49c283ac9d77,translation|Z2_square|infinite|x=shift:1/7;y=shift:1/7,translation,Z2_square,,,x=shift:1/7;y=shift:1/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:1/7,,false
translation-z2-square-75305faec532,translation|Z2_square|infinite|x=shift:1/7;y=shift:2/7,translation,Z2_square,,,x=shift:1/7;y=shift:2/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:2/7,,false
translation-z2-square-b471ff6537d0,translation|Z2_square|infinite|x=shift:1/7;y=shift:3/7,translation,Z2_square,,,x=shift:1/7;y=shift:3/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:3/7,,false
translation-z2-square-41a7b209905c,translation|Z2_square|infinite|x=shift:1/7;y=shift:4/7,translation,Z2_square,,,x=shift:1/7;y=shift:4/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:3/7,,false
translation-z2-square-28b8b137c406,translation|Z2_square|infinite|x=shift:1/7;y=shift:5/7,translation,Z2_square,,,x=shift:1/7;y=shift:5/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:2/7,,false
translation-z2-square-17e35329d43b,translation|Z2_square|infinite|x=shift:1/7;y=shift:6/7,translation,Z2_square,,,x=shift:1/7;y=shift:6/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:1/7,,false
translation-z2-square-36378878f2dd,translation|Z2_square|infinite|x=shift:1/8;y=shift:0/1,translation,Z2_square,,,x=shift:1/8;y=shift:0/1,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:0/1;y:1/8,,false
translation-z2-square-4c916b6f84fd,translation|Z2_square|infinite|x=shift:1/8;y=shift:1/2,translation,Z2_square,,,x=shift:1/8;y=shift:1/2,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/2,,false
translation-z2-square-859e4432767d,translation|Z2_square|infinite|x=shift:1/8;y=shift:1/4,translation,Z2_square,,,x=shift:1/8;y=shift:1/4,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/4,,false
translation-z2-square-143d51d43637,translation|Z2_square|infinite|x=shift:1/8;y=shift:1/8,translation,Z2_square,,,x=shift:1/8;y=shift:1/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/8,,false
translation-z2-square-8a05bee13a87,translation|Z2_square|infinite|x=shift:1/8;y=shift:3/4,translation,Z2_square,,,x=shift:1/8;y=shift:3/4,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/4,,false
translation-z2-square-34de033890cb,translation|Z2_square|infinite|x=shift:1/8;y=shift:3/8,translation,Z2_square,,,x=shift:1/8;y=shift:3/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:3/8,,false
translation-z2-square-18c9689f4944,translation|Z2_square|infinite|x=shift:1/8;y=shift:5/8,translation,Z2_square,,,x=shift:1/8;y=shift:5/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:3/8,,false
translation-z2-square-b969fc2c186c,translation|Z2_square|infinite|x=shift:1/8;y=shift:7/8,translation,Z2_square,,,x=shift:1/8;y=shift:7/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/8,,false
translation-z2-square-58cea1fdcc4d,translation|Z2_square|infinite|x=shift:1/9;y=shift:0/1,translation,Z2_square,,,x=shift:1/9;y=shift:0/1,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:0/1;y:1/9,,false
translation-z2-square-240d3cfe74b8,translation|Z2_square|infinite|x=shift:1/9;y=shift:1/3,translation,Z2_square,,,x=shift:1/9;y=shift:1/3,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:1/3,,false
translation-z2-square-4f7dc9e11696,translation|Z2_square|infinite|x=shift:1/9;y=shift:1/9,translation,Z2_square,,,x=shift:1/9;y=shift:1/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:1/9,,false
translation-z2-square-407de68c6c16,translation|Z2_square|infinite|x=shift:1/9;y=shift:2/3,translation,Z2_square,,,x=shift:1/9;y=shift:2/3,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:1/3,,false
translation-z2-square-4bb74032c191,translation|Z2_square|infinite|x=shift:1/9;y=shift:2/9,translation,Z2_square,,,x=shift:1/9;y=shift:2/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:2/9,,false
translation-z2-square-09b2c2fcf097,translation|Z2_square|infinite|x=shift:1/9;y=shift:4/9,translation,Z2_square,,,x=shift:1/9;y=shift:4/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:4/9,,false
translation-z2-square-69fae7f8d958,translation|Z2_square|infinite|x=shift:1/9;y=shift:5/9,translation,Z2_square,,,x=shift:1/9;y=shift:5/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:4/9,,false
translation-z2-square-24ad5f590807,translation|Z2_square|infinite|x=shift:1/9;y=shift:7/9,translation,Z2_square,,,x=shift:1/9;y=shift:7/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:2/9,,false
translation-z2-square-dd31a03e2c2c,translation|Z2_square|infinite|x=shift:1/9;y=shift:8/9,translation,Z2_square,,,x=shift:1/9;y=shift:8/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:1/9,,false
translation-z2-square-344080ad378f,translation|Z2_square|infinite|x=shift:2/11;y=shift:0/1,translation,Z2_square,,,x=shift:2/11;y=shift:0/1,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:2/11,,false
translation-z2-square-ec62d3c0ecb1,translation|Z2_square|infinite|x=shift:2/11;y=shift:1/11,translation,Z2_square,,,x=shift:2/11;y=shift:1/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:2/11,,false
translation-z2-square-f53307967e50,translation|Z2_square|infinite|x=shift:2/11;y=shift:10/11,translation,Z2_square,,,x=shift:2/11;y=shift:10/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:2/11,,false
translation-z2-square-87f36db1fb94,translation|Z2_square|infinite|x=shift:2/11;y=shift:2/11,translation,Z2_square,,,x=shift:2/11;y=shift:2/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:2/11,,false
translation-z2-square-f3ef0a4249c6,translation|Z2_square|infinite|x=shift:2/11;y=shift:3/11,translation,Z2_square,,,x=shift:2/11;y=shift:3/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:3/11,,false
translation-z2-square-9124d81f1525,translation|Z2_square|infinite|x=shift:2/11;y=shift:4/11,translation,Z2_square,,,x=shift:2/11;y=shift:4/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:4/11,,false
translation-z2-square-e30ffd548f05,translation|Z2_square|infinite|x=shift:2/11;y=shift:5/11,translation,Z2_square,,,x=shift:2/11;y=shift:5/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:5/11,,false
translation-z2-square-52f2af085694,translation|Z2_square|infinite|x=shift:2/11;y=shift:6/11,translation,Z2_square,,,x=shift:2/11;y=shift:6/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:5/11,,false
translation-z2-square-06eb4e3adfe8,translation|Z2_square|infinite|x=shift:2/11;y=shift:7/11,translation,Z2_square,,,x=shift:2/11;y=shift:7/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:4/11,,false
translation-z2-square-fef2ad049fa3,translation|Z2_square|infinite|x=shift:2/11;y=shift:8/11,translation,Z2_square,,,x=shift:2/11;y=shift:8/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:3/11,,false
translation-z2-square-787832a218f1,translation|Z2_square|infinite|x=shift:2/11;y=shift:9/11,translation,Z2_square,,,x=shift:2/11;y=shift:9/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:2/11,,false
translation-z2-square-fa515061cb65,translation|Z2_square|infinite|x=shift:2/5;y=shift:0/1,translation,Z2_square,,,x=shift:2/5;y=shift:0/1,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:0/1;y:2/5,,false
translation-z2-square-a1b22949611c,translation|Z2_square|infinite|x=shift:2/5;y=shift:1/10,translation,Z2_square,,,x=shift:2/5;y=shift:1/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:2/5,,false
translation-z2-square-189252a1f7cc,translation|Z2_square|infinite|x=shift:2/5;y=shift:1/2,translation,Z2_square,,,x=shift:2/5;y=shift:1/2,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:2/5;y:1/2,,false
translation-z2-square-9ef7ee8bf022,translation|Z2_square|infinite|x=shift:2/5;y=shift:1/5,translation,Z2_square,,,x=shift:2/5;y=shift:1/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:1/5;y:2/5,,false
translation-z2-square-9a2a52ac072e,translation|Z2_square|infinite|x=shift:2/5;y=shift:2/5,translation,Z2_square,,,x=shift:2/5;y=shift:2/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:2/5;y:2/5,,false
translation-z2-square-c539e2385073,translation|Z2_square|infinite|x=shift:2/5;y=shift:3/10,translation,Z2_square,,,x=shift:2/5;y=shift:3/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:2/5,,false
translation-z2-square-0925f4aa2c04,translation|Z2_square|infinite|x=shift:2/5;y=shift:3/5,translation,Z2_square,,,x=shift:2/5;y=shift:3/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:2/5;y:2/5,,false
translation-z2-square-c71a8209b322,translation|Z2_square|infinite|x=shift:2/5;y=shift:4/5,translation,Z2_square,,,x=shift:2/5;y=shift:4/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:1/5;y:2/5,,false
translation-z2-square-a74adf5467a7,translation|Z2_square|infinite|x=shift:2/5;y=shift:7/10,translation,Z2_square,,,x=shift:2/5;y=shift:7/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:2/5,,false
translation-z2-square-e8880fc7c99a,translation|Z2_square|infinite|x=shift:2/5;y=shift:9/10,translation,Z2_square,,,x=shift:2/5;y=shift:9/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:2/5,,false
translation-z2-square-f4c2516122fd,translation|Z2_square|infinite|x=shift:2/7;y=shift:0/1,translation,Z2_square,,,x=shift:2/7;y=shift:0/1,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:0/1;y:2/7,,false
translation-z2-square-8b8e622d2f1a,translation|Z2_square|infinite|x=shift:2/7;y=shift:1/7,translation,Z2_square,,,x=shift:2/7;y=shift:1/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:2/7,,false
translation-z2-square-4ce6ec35f6b9,translation|Z2_square|infinite|x=shift:2/7;y=shift:2/7,translation,Z2_square,,,x=shift:2/7;y=shift:2/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:2/7;y:2/7,,false
translation-z2-square-e2dcdc8009e3,translation|Z2_square|infinite|x=shift:2/7;y=shift:3/7,translation,Z2_square,,,x=shift:2/7;y=shift:3/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:2/7;y:3/7,,false
translation-z2-square-7bbb3ed2de2c,translation|Z2_square|infinite|x=shift:2/7;y=shift:4/7,translation,Z2_square,,,x=shift:2/7;y=shift:4/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:2/7;y:3/7,,false
translation-z2-square-1ac1e47e16c5,translation|Z2_square|infinite|x=shift:2/7;y=shift:5/7,translation,Z2_square,,,x=shift:2/7;y=shift:5/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:2/7;y:2/7,,false
translation-z2-square-f509f2831012,translation|Z2_square|infinite|x=shift:2/7;y=shift:6/7,translation,Z2_square,,,x=shift:2/7;y=shift:6/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:2/7,,false
translation-z2-square-657655f87141,translation|Z2_square|infinite|x=shift:2/9;y=shift:0/1,translation,Z2_square,,,x=shift:2/9;y=shift:0/1,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:0/1;y:2/9,,false
translation-z2-square-77fad368f5e2,translation|Z2_square|infinite|x=shift:2/9;y=shift:1/3,translation,Z2_square,,,x=shift:2/9;y=shift:1/3,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:1/3,,false
translation-z2-square-1cd9488347a2,translation|Z2_square|infinite|x=shift:2/9;y=shift:1/9,translation,Z2_square,,,x=shift:2/9;y=shift:1/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:2/9,,false
translation-z2-square-5b0e98e9f9f8,translation|Z2_square|infinite|x=shift:2/9;y=shift:2/3,translation,Z2_square,,,x=shift:2/9;y=shift:2/3,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:1/3,,false
translation-z2-square-fea0e409984f,translation|Z2_square|infinite|x=shift:2/9;y=shift:2/9,translation,Z2_square,,,x=shift:2/9;y=shift:2/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:2/9,,false
translation-z2-square-71ddeccac14f,translation|Z2_square|infinite|x=shift:2/9;y=shift:4/9,translation,Z2_square,,,x=shift:2/9;y=shift:4/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:4/9,,false
translation-z2-square-68dd7f896ec1,translation|Z2_square|infinite|x=shift:2/9;y=shift:5/9,translation,Z2_square,,,x=shift:2/9;y=shift:5/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:4/9,,false
translation-z2-square-f50e30965dc6,translation|Z2_square|infinite|x=shift:2/9;y=shift:7/9,translation,Z2_square,,,x=shift:2/9;y=shift:7/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:2/9,,false
translation-z2-square-76bf30fbb99b,translation|Z2_square|infinite|x=shift:2/9;y=shift:8/9,translation,Z2_square,,,x=shift:2/9;y=shift:8/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:2/9,,false
translation-z2-square-f1f9e80b48ef,translation|Z2_square|infinite|x=shift:3/10;y=shift:0/1,translation,Z2_square,,,x=shift:3/10;y=shift:0/1,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:0/1;y:3/10,,false
translation-z2-square-082407498636,translation|Z2_square|infinite|x=shift:3/10;y=shift:1/10,translation,Z2_square,,,x=shift:3/10;y=shift:1/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:3/10,,false
translation-z2-square-a394f009c7c5,translation|Z2_square|infinite|x=shift:3/10;y=shift:1/2,translation,Z2_square,,,x=shift:3/10;y=shift:1/2,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:1/2,,false
translation-z2-square-0fce25745483,translation|Z2_square|infinite|x=shift:3/10;y=shift:1/5,translation,Z2_square,,,x=shift:3/10;y=shift:1/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/5;y:3/10,,false
translation-z2-square-f885792e6c94,translation|Z2_square|infinite|x=shift:3/10;y=shift:2/5,translation,Z2_square,,,x=shift:3/10;y=shift:2/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:2/5,,false
translation-z2-square-afb6e0e1a37e,translation|Z2_square|infinite|x=shift:3/10;y=shift:3/10,translation,Z2_square,,,x=shift:3/10;y=shift:3/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:3/10,,false
translation-z2-square-3db4ed15becd,translation|Z2_square|infinite|x=shift:3/10;y=shift:3/5,translation,Z2_square,,,x=shift:3/10;y=shift:3/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:2/5,,false
translation-z2-square-a3933f7e2b9b,translation|Z2_square|infinite|x=shift:3/10;y=shift:4/5,translation,Z2_square,,,x=shift:3/10;y=shift:4/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/5;y:3/10,,false
translation-z2-square-10846419fdcf,translation|Z2_square|infinite|x=shift:3/10;y=shift:7/10,translation,Z2_square,,,x=shift:3/10;y=shift:7/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:3/10,,false
translation-z2-square-4487def93d3a,translation|Z2_square|infinite|x=shift:3/10;y=shift:9/10,translation,Z2_square,,,x=shift:3/10;y=shift:9/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:3/10,,false
translation-z2-square-e85c4fa88cf3,translation|Z2_square|infinite|x=shift:3/11;y=shift:0/1,translation,Z2_square,,,x=shift:3/11;y=shift:0/1,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:3/11,,false
translation-z2-square-790fc2b1e4a2,translation|Z2_square|infinite|x=shift:3/11;y=shift:1/11,translation,Z2_square,,,x=shift:3/11;y=shift:1/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:3/11,,false
translation-z2-square-83bae5b79592,translation|Z2_square|infinite|x=shift:3/11;y=shift:10/11,translation,Z2_square,,,x=shift:3/11;y=shift:10/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:3/11,,false
translation-z2-square-9fd8d5bbd9eb,translation|Z2_square|infinite|x=shift:3/11;y=shift:2/11,translation,Z2_square,,,x=shift:3/11;y=shift:2/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:3/11,,false
translation-z2-square-158805ded36d,translation|Z2_square|infinite|x=shift:3/11;y=shift:3/11,translation,Z2_square,,,x=shift:3/11;y=shift:3/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:3/11,,false
translation-z2-square-900579b0f320,translation|Z2_square|infinite|x=shift:3/11;y=shift:4/11,translation,Z2_square,,,x=shift:3/11;y=shift:4/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:4/11,,false
translation-z2-square-7e7e3e7a6769,translation|Z2_square|infinite|x=shift:3/11;y=shift:5/11,translation,Z2_square,,,x=shift:3/11;y=shift:5/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:5/11,,false
translation-z2-square-367638a13a55,translation|Z2_square|infinite|x=shift:3/11;y=shift:6/11,translation,Z2_square,,,x=shift:3/11;y=shift:6/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:5/11,,false
translation-z2-square-533b1a3fcd6f,translation|Z2_square|infinite|x=shift:3/11;y=shift:7/11,translation,Z2_square,,,x=shift:3/11;y=shift:7/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:4/11,,false
translation-z2-square-691f26d53a42,translation|Z2_square|infinite|x=shift:3/11;y=shift:8/11,translation,Z2_square,,,x=shift:3/11;y=shift:8/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:3/11,,false
translation-z2-square-968c5fcccb43,translation|Z2_square|infinite|x=shift:3/11;y=shift:9/11,translation,Z2_square,,,x=shift:3/11;y=shift:9/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:3/11,,false
translation-z2-square-95422e045752,translation|Z2_square|infinite|x=shift:3/7;y=shift:0/1,translation,Z2_square,,,x=shift:3/7;y=shift:0/1,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:0/1;y:3/7,,false
translation-z2-square-8ba3585e8b50,translation|Z2_square|infinite|x=shift:3/7;y=shift:1/7,translation,Z2_square,,,x=shift:3/7;y=shift:1/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:3/7,,false
translation-z2-square-6a6def3af8cd,translation|Z2_square|infinite|x=shift:3/7;y=shift:2/7,translation,Z2_square,,,x=shift:3/7;y=shift:2/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:2/7;y:3/7,,false
translation-z2-square-bf71d2c50ee3,translation|Z2_square|infinite|x=shift:3/7;y=shift:3/7,translation,Z2_square,,,x=shift:3/7;y=shift:3/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:3/7;y:3/7,,false
translation-z2-square-41712f6b6abb,translation|Z2_square|infinite|x=shift:3/7;y=shift:4/7,translation,Z2_square,,,x=shift:3/7;y=shift:4/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:3/7;y:3/7,,false
translation-z2-square-3fdb16c67fdf,translation|Z2_square|infinite|x=shift:3/7;y=shift:5/7,translation,Z2_square,,,x=shift:3/7;y=shift:5/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:2/7;y:3/7,,false
translation-z2-square-b75f1dc2065b,translation|Z2_square|infinite|x=shift:3/7;y=shift:6/7,translation,Z2_square,,,x=shift:3/7;y=shift:6/7,7,7,7,7,,,true,non_split,false,7,graph_nonproduct;image_order_7;non_split;phase_shifting;square_lattice;translation;traveling,7,x:1/7;y:3/7,,false
